GEOID,NAME,label,top1,top2,top3,pop,pct_nhpi,pct_tot,metro
06037218500,"Census Tract 2185, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037218600,"Census Tract 2186, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037218701,"Census Tract 2187.01, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037218702,"Census Tract 2187.02, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037218800,"Census Tract 2188, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037218900,"Census Tract 2189, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037219010,"Census Tract 2190.10, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037219020,"Census Tract 2190.20, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037219500,"Census Tract 2195, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037219700,"Census Tract 2197, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037219800,"Census Tract 2198, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037219901,"Census Tract 2199.01, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037219902,"Census Tract 2199.02, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037220000,"Census Tract 2200, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037220100,"Census Tract 2201, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037221110,"Census Tract 2211.10, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037221120,"Census Tract 2211.20, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037221210,"Census Tract 2212.10, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037221220,"Census Tract 2212.20, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037221302,"Census Tract 2213.02, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037221303,"Census Tract 2213.03, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037221304,"Census Tract 2213.04, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037221401,"Census Tract 2214.01, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037221402,"Census Tract 2214.02, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037221500,"Census Tract 2215, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037221601,"Census Tract 2216.01, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037221602,"Census Tract 2216.02, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037221710,"Census Tract 2217.10, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037221900,"Census Tract 2219, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037222001,"Census Tract 2220.01, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037222002,"Census Tract 2220.02, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037222100,"Census Tract 2221, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037222200,"Census Tract 2222, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037222500,"Census Tract 2225, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037224010,"Census Tract 2240.10, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037224020,"Census Tract 2240.20, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037224200,"Census Tract 2242, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037224310,"Census Tract 2243.10, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037224320,"Census Tract 2243.20, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037224420,"Census Tract 2244.20, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037226001,"Census Tract 2260.01, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037226002,"Census Tract 2260.02, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037226410,"Census Tract 2264.10, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037226420,"Census Tract 2264.20, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037226700,"Census Tract 2267, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037227010,"Census Tract 2270.10, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037227020,"Census Tract 2270.20, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037228100,"Census Tract 2281, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037228220,"Census Tract 2282.20, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037228310,"Census Tract 2283.10, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037228320,"Census Tract 2283.20, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037228410,"Census Tract 2284.10, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037228420,"Census Tract 2284.20, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037228500,"Census Tract 2285, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037228710,"Census Tract 2287.10, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037228720,"Census Tract 2287.20, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037228900,"Census Tract 2289, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037229100,"Census Tract 2291, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037229200,"Census Tract 2292, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037229300,"Census Tract 2293, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037229410,"Census Tract 2294.10, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037231100,"Census Tract 2311, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037231210,"Census Tract 2312.10, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037231220,"Census Tract 2312.20, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037231300,"Census Tract 2313, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037231400,"Census Tract 2314, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037231500,"Census Tract 2315, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037231600,"Census Tract 2316, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037231710,"Census Tract 2317.10, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037231720,"Census Tract 2317.20, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037231800,"Census Tract 2318, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037231900,"Census Tract 2319, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037232110,"Census Tract 2321.10, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037232120,"Census Tract 2321.20, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037232200,"Census Tract 2322, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037232500,"Census Tract 2325, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037232600,"Census Tract 2326, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037232700,"Census Tract 2327, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037232800,"Census Tract 2328, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037234000,"Census Tract 2340, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037234300,"Census Tract 2343, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037234501,"Census Tract 2345.01, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037234502,"Census Tract 2345.02, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037234600,"Census Tract 2346, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037234700,"Census Tract 2347, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037234800,"Census Tract 2348, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037234901,"Census Tract 2349.01, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037235100,"Census Tract 2351, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037236000,"Census Tract 2360, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037236100,"Census Tract 2361, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037236202,"Census Tract 2362.02, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037236203,"Census Tract 2362.03, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037236204,"Census Tract 2362.04, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037237101,"Census Tract 2371.01, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037237102,"Census Tract 2371.02, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037237201,"Census Tract 2372.01, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037237202,"Census Tract 2372.02, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037237300,"Census Tract 2373, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037237401,"Census Tract 2374.01, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037237402,"Census Tract 2374.02, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037237500,"Census Tract 2375, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037237600,"Census Tract 2376, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037237710,"Census Tract 2377.10, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037237720,"Census Tract 2377.20, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037237800,"Census Tract 2378, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037237900,"Census Tract 2379, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037238000,"Census Tract 2380, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037238100,"Census Tract 2381, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037238200,"Census Tract 2382, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037238320,"Census Tract 2383.20, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037238400,"Census Tract 2384, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037239201,"Census Tract 2392.01, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037239202,"Census Tract 2392.02, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037239310,"Census Tract 2393.10, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037239320,"Census Tract 2393.20, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037239330,"Census Tract 2393.30, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037239501,"Census Tract 2395.01, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037239502,"Census Tract 2395.02, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037239601,"Census Tract 2396.01, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037239602,"Census Tract 2396.02, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037239701,"Census Tract 2397.01, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037239801,"Census Tract 2398.01, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037239802,"Census Tract 2398.02, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037240010,"Census Tract 2400.10, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037240020,"Census Tract 2400.20, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037240200,"Census Tract 2402, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037240300,"Census Tract 2403, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037240401,"Census Tract 2404.01, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037240402,"Census Tract 2404.02, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037240500,"Census Tract 2405, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037240600,"Census Tract 2406, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037240700,"Census Tract 2407, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037240800,"Census Tract 2408, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037240900,"Census Tract 2409, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037241002,"Census Tract 2410.02, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037241110,"Census Tract 2411.10, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037241120,"Census Tract 2411.20, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037241201,"Census Tract 2412.01, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037241202,"Census Tract 2412.02, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037241300,"Census Tract 2413, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037241400,"Census Tract 2414, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037242100,"Census Tract 2421, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037242200,"Census Tract 2422, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037242600,"Census Tract 2426, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037242700,"Census Tract 2427, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037243000,"Census Tract 2430, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037261101,"Census Tract 2611.01, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037261102,"Census Tract 2611.02, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037261200,"Census Tract 2612, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037262100,"Census Tract 2621, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037262200,"Census Tract 2622, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037262301,"Census Tract 2623.01, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037262302,"Census Tract 2623.02, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037262303,"Census Tract 2623.03, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037262400,"Census Tract 2624, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037262501,"Census Tract 2625.01, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037262601,"Census Tract 2626.01, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037262604,"Census Tract 2626.04, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037262706,"Census Tract 2627.06, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037262802,"Census Tract 2628.02, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037264000,"Census Tract 2640, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037264102,"Census Tract 2641.02, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037264103,"Census Tract 2641.03, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037264301,"Census Tract 2643.01, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037264302,"Census Tract 2643.02, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037265100,"Census Tract 2651, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037265201,"Census Tract 2652.01, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037265202,"Census Tract 2652.02, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037265301,"Census Tract 2653.01, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037265303,"Census Tract 2653.03, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037265304,"Census Tract 2653.04, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037265305,"Census Tract 2653.05, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037265410,"Census Tract 2654.10, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037265420,"Census Tract 2654.20, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037265510,"Census Tract 2655.10, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037265520,"Census Tract 2655.20, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037265601,"Census Tract 2656.01, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037265602,"Census Tract 2656.02, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037265700,"Census Tract 2657, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037267100,"Census Tract 2671, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037267300,"Census Tract 2673, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
06037267402,"Census Tract 2674.02, Los Angeles County, California",Native Hawaiian,0,0%,0%,,,,11
