GEOID,NAME,label,top1,top2,top3,pop,pct_nhpi,pct_tot,metro
04013103212,"Census Tract 1032.12, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013103214,"Census Tract 1032.14, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013103215,"Census Tract 1032.15, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013103219,"Census Tract 1032.19, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013103220,"Census Tract 1032.20, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013103302,"Census Tract 1033.02, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013103303,"Census Tract 1033.03, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013103304,"Census Tract 1033.04, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013103305,"Census Tract 1033.05, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013103306,"Census Tract 1033.06, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013103400,"Census Tract 1034, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013103501,"Census Tract 1035.01, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013103502,"Census Tract 1035.02, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013103606,"Census Tract 1036.06, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013103607,"Census Tract 1036.07, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013103608,"Census Tract 1036.08, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013103609,"Census Tract 1036.09, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013103611,"Census Tract 1036.11, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013103614,"Census Tract 1036.14, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013103615,"Census Tract 1036.15, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013103701,"Census Tract 1037.01, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013103702,"Census Tract 1037.02, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013103900,"Census Tract 1039, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013104000,"Census Tract 1040, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013104202,"Census Tract 1042.02, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013104203,"Census Tract 1042.03, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013104204,"Census Tract 1042.04, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013104205,"Census Tract 1042.05, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013104212,"Census Tract 1042.12, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013104214,"Census Tract 1042.14, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013104215,"Census Tract 1042.15, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013104216,"Census Tract 1042.16, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013104218,"Census Tract 1042.18, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013104221,"Census Tract 1042.21, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013104222,"Census Tract 1042.22, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013104223,"Census Tract 1042.23, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013104224,"Census Tract 1042.24, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013104226,"Census Tract 1042.26, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013104227,"Census Tract 1042.27, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013104301,"Census Tract 1043.01, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013104302,"Census Tract 1043.02, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013104401,"Census Tract 1044.01, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013104402,"Census Tract 1044.02, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013104502,"Census Tract 1045.02, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013104600,"Census Tract 1046, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013104701,"Census Tract 1047.01, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013104801,"Census Tract 1048.01, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013104802,"Census Tract 1048.02, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013104900,"Census Tract 1049, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013105002,"Census Tract 1050.02, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013105003,"Census Tract 1050.03, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013105004,"Census Tract 1050.04, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013105101,"Census Tract 1051.01, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013105103,"Census Tract 1051.03, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013105200,"Census Tract 1052, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013105400,"Census Tract 1054, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013105502,"Census Tract 1055.02, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013105503,"Census Tract 1055.03, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013105601,"Census Tract 1056.01, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013105602,"Census Tract 1056.02, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013105701,"Census Tract 1057.01, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013105702,"Census Tract 1057.02, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013105800,"Census Tract 1058, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013105900,"Census Tract 1059, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013106001,"Census Tract 1060.01, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013106002,"Census Tract 1060.02, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013106003,"Census Tract 1060.03, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013106100,"Census Tract 1061, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013106200,"Census Tract 1062, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013106300,"Census Tract 1063, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013106400,"Census Tract 1064, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013106501,"Census Tract 1065.01, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013106502,"Census Tract 1065.02, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013106600,"Census Tract 1066, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013106701,"Census Tract 1067.01, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013106702,"Census Tract 1067.02, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013106801,"Census Tract 1068.01, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013106802,"Census Tract 1068.02, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013106900,"Census Tract 1069, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013107000,"Census Tract 1070, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013107101,"Census Tract 1071.01, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013107102,"Census Tract 1071.02, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013107201,"Census Tract 1072.01, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013107202,"Census Tract 1072.02, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013107300,"Census Tract 1073, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013107400,"Census Tract 1074, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013107500,"Census Tract 1075, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013107601,"Census Tract 1076.01, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013107602,"Census Tract 1076.02, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013107700,"Census Tract 1077, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013107800,"Census Tract 1078, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013107900,"Census Tract 1079, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013108000,"Census Tract 1080, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013108100,"Census Tract 1081, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013108301,"Census Tract 1083.01, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013108400,"Census Tract 1084, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013108502,"Census Tract 1085.02, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013108601,"Census Tract 1086.01, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013108602,"Census Tract 1086.02, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013108802,"Census Tract 1088.02, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013108901,"Census Tract 1089.01, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013109003,"Census Tract 1090.03, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013109101,"Census Tract 1091.01, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013109102,"Census Tract 1091.02, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013109200,"Census Tract 1092, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013109300,"Census Tract 1093, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013109500,"Census Tract 1095, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013109603,"Census Tract 1096.03, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013109604,"Census Tract 1096.04, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013109701,"Census Tract 1097.01, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013109703,"Census Tract 1097.03, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013109704,"Census Tract 1097.04, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013109705,"Census Tract 1097.05, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013109801,"Census Tract 1098.01, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013109802,"Census Tract 1098.02, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013109900,"Census Tract 1099, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013110001,"Census Tract 1100.01, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013110002,"Census Tract 1100.02, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013110100,"Census Tract 1101, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013110400,"Census Tract 1104, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013110501,"Census Tract 1105.01, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013110502,"Census Tract 1105.02, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013110600,"Census Tract 1106, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013110701,"Census Tract 1107.01, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013110702,"Census Tract 1107.02, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013110802,"Census Tract 1108.02, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013110901,"Census Tract 1109.01, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013111000,"Census Tract 1110, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013111100,"Census Tract 1111, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013111201,"Census Tract 1112.01, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013111202,"Census Tract 1112.02, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013111203,"Census Tract 1112.03, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013111204,"Census Tract 1112.04, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013111300,"Census Tract 1113, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013111401,"Census Tract 1114.01, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013111501,"Census Tract 1115.01, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013111502,"Census Tract 1115.02, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013111601,"Census Tract 1116.01, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013111602,"Census Tract 1116.02, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013111800,"Census Tract 1118, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013111900,"Census Tract 1119, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013112100,"Census Tract 1121, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013112201,"Census Tract 1122.01, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013112202,"Census Tract 1122.02, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013112301,"Census Tract 1123.01, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013112302,"Census Tract 1123.02, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013112401,"Census Tract 1124.01, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013112402,"Census Tract 1124.02, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013112502,"Census Tract 1125.02, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013112505,"Census Tract 1125.05, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013112507,"Census Tract 1125.07, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013112508,"Census Tract 1125.08, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013112511,"Census Tract 1125.11, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013112512,"Census Tract 1125.12, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013112514,"Census Tract 1125.14, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013112601,"Census Tract 1126.01, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013112602,"Census Tract 1126.02, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013112900,"Census Tract 1129, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013113000,"Census Tract 1130, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013113100,"Census Tract 1131, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013113201,"Census Tract 1132.01, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013113202,"Census Tract 1132.02, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013113203,"Census Tract 1132.03, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013113300,"Census Tract 1133, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013113502,"Census Tract 1135.02, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013113602,"Census Tract 1136.02, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013113801,"Census Tract 1138.01, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013113802,"Census Tract 1138.02, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013113900,"Census Tract 1139, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013114100,"Census Tract 1141, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013114200,"Census Tract 1142, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013114302,"Census Tract 1143.02, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013114401,"Census Tract 1144.01, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013114402,"Census Tract 1144.02, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013114500,"Census Tract 1145, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013114600,"Census Tract 1146, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013114703,"Census Tract 1147.03, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013114800,"Census Tract 1148, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013114900,"Census Tract 1149, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013115300,"Census Tract 1153, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013115400,"Census Tract 1154, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013115700,"Census Tract 1157, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013115801,"Census Tract 1158.01, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013115802,"Census Tract 1158.02, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013116000,"Census Tract 1160, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013116100,"Census Tract 1161, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013116202,"Census Tract 1162.02, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013116203,"Census Tract 1162.03, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013116204,"Census Tract 1162.04, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013116300,"Census Tract 1163, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013116400,"Census Tract 1164, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013116500,"Census Tract 1165, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013116602,"Census Tract 1166.02, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013116603,"Census Tract 1166.03, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013116605,"Census Tract 1166.05, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013116606,"Census Tract 1166.06, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013116607,"Census Tract 1166.07, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013116608,"Census Tract 1166.08, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013116609,"Census Tract 1166.09, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013116610,"Census Tract 1166.10, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013116612,"Census Tract 1166.12, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013116702,"Census Tract 1167.02, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013116704,"Census Tract 1167.04, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013116708,"Census Tract 1167.08, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013116709,"Census Tract 1167.09, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013116710,"Census Tract 1167.10, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013116712,"Census Tract 1167.12, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013116713,"Census Tract 1167.13, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013116714,"Census Tract 1167.14, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013116715,"Census Tract 1167.15, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013116717,"Census Tract 1167.17, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013116720,"Census Tract 1167.20, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013116721,"Census Tract 1167.21, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013116725,"Census Tract 1167.25, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013116727,"Census Tract 1167.27, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013116728,"Census Tract 1167.28, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013116729,"Census Tract 1167.29, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013116730,"Census Tract 1167.30, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013116732,"Census Tract 1167.32, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013116733,"Census Tract 1167.33, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013116800,"Census Tract 1168, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013116900,"Census Tract 1169, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013117100,"Census Tract 1171, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013117200,"Census Tract 1172, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013117300,"Census Tract 1173, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013216806,"Census Tract 2168.06, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013216807,"Census Tract 2168.07, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013216809,"Census Tract 2168.09, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013216810,"Census Tract 2168.10, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013216813,"Census Tract 2168.13, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013216816,"Census Tract 2168.16, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013216818,"Census Tract 2168.18, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013216819,"Census Tract 2168.19, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013216821,"Census Tract 2168.21, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013216822,"Census Tract 2168.22, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013216826,"Census Tract 2168.26, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013216829,"Census Tract 2168.29, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013216830,"Census Tract 2168.30, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013216831,"Census Tract 2168.31, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013216832,"Census Tract 2168.32, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013216833,"Census Tract 2168.33, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013216834,"Census Tract 2168.34, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013216835,"Census Tract 2168.35, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013216836,"Census Tract 2168.36, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013216837,"Census Tract 2168.37, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013216838,"Census Tract 2168.38, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013216839,"Census Tract 2168.39, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013216840,"Census Tract 2168.40, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013216841,"Census Tract 2168.41, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013216843,"Census Tract 2168.43, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013216844,"Census Tract 2168.44, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013216845,"Census Tract 2168.45, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013216846,"Census Tract 2168.46, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013216847,"Census Tract 2168.47, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013216848,"Census Tract 2168.48, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013216849,"Census Tract 2168.49, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013216850,"Census Tract 2168.50, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013216851,"Census Tract 2168.51, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013216852,"Census Tract 2168.52, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013216853,"Census Tract 2168.53, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013216901,"Census Tract 2169.01, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013217001,"Census Tract 2170.01, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013217002,"Census Tract 2170.02, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013217101,"Census Tract 2171.01, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013217102,"Census Tract 2171.02, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013217201,"Census Tract 2172.01, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013217203,"Census Tract 2172.03, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013217204,"Census Tract 2172.04, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013217300,"Census Tract 2173, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013217501,"Census Tract 2175.01, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013217502,"Census Tract 2175.02, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013217600,"Census Tract 2176, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013217700,"Census Tract 2177, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013217800,"Census Tract 2178, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013217900,"Census Tract 2179, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013218000,"Census Tract 2180, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
